代码,AFTN,KIND,NAME,latitude_deg,LONGTI,ELE,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
7525,0SD9,heliport,Crazy Horse Heliport,43.82500076,-103.6360016,5900,NA,US,US-SD,Custer,no,0SD9,,0SD9,,,
7526,0T3,closed,Ira Biffle Airfield,37.313901,-89.997299,421,NA,US,US-MO,Marble Hill,no,,,,,,"0T3, Twin City Airpark,"
7527,0T7,closed,Kittyhawk Airport,33.126202,-96.683601,700,NA,US,US-TX,Allen,no,,,,,,0T7
7528,0TA0,heliport,Mainland Regional Health Care System Heliport,29.3932991,-94.98519897,16,NA,US,US-TX,Lamarque/Texas City,no,0TA0,,0TA0,,,
7529,0TA1,small_airport,Buddy Harmel Airport,34.2195015,-101.9800034,3552,NA,US,US-TX,Halfway,no,0TA1,,0TA1,,,
7530,0TA2,small_airport,Smith Farms Airport,34.21670151,-101.9250031,3487,NA,US,US-TX,Halfway,no,0TA2,,0TA2,,,
7531,0TA3,small_airport,Tate Ranch Airport,30.30430031,-102.1380005,2650,NA,US,US-TX,Dryden,no,0TA3,,0TA3,,,
7532,0TA4,small_airport,Erco Field,32.4978981,-96.27050018,395,NA,US,US-TX,Kaufman,no,0TA4,,0TA4,,,
7533,0TA5,heliport,Metro Heli-Pad Heliport,29.61470032,-95.35489655,57,NA,US,US-TX,Houston,no,0TA5,,0TA5,,,
7534,0TA6,heliport,Arco Ingleside Shorebase Heliport,27.8477993,-97.22299957,20,NA,US,US-TX,Ingleside,no,0TA6,,0TA6,,,
7535,0TA7,small_airport,Alta Vista Ranch Airport,30.14819908,-103.8929977,4702,NA,US,US-TX,Marfa,no,0TA7,,0TA7,,,
7536,0TA8,small_airport,Womack Plantation Airport,33.84870148,-95.40720367,410,NA,US,US-TX,Paris,no,0TA8,,0TA8,,,
7537,0TA9,heliport,Houston Oil & Minerals Port Bolivar Nr 2 Heliport,29.39109993,-94.76409912,8,NA,US,US-TX,Port Bolivar,no,0TA9,,0TA9,,,
7538,0TE0,small_airport,Robertson Ranch Airport,29.69300079,-101.1620026,1663,NA,US,US-TX,Comstock,no,0TE0,,0TE0,,,
7539,0TE1,heliport,Christus Spohn Hospital Memorial Heliport,27.77980042,-97.41419983,38,NA,US,US-TX,Corpus Christi,no,0TE1,,0TE1,,,
7540,0TE2,heliport,Bell Helicopter Hurst Heliport,32.80009842,-97.16699982,524,NA,US,US-TX,Hurst,no,0TE2,,0TE2,,,
7541,0TE3,small_airport,Buzz Field,33.92919922,-100.8420029,2614,NA,US,US-TX,Roaring Springs,no,0TE3,,0TE3,,,
7542,0TE4,small_airport,Hilltop Lakes Airport,31.08099937,-96.21520233,501,NA,US,US-TX,Hilltop Lakes,no,0TE4,,0TE4,,,
7543,0TE5,small_airport,Santa Maria Ranch Airport,27.43379974,-99.18589783,516,NA,US,US-TX,Laredo,no,0TE5,,0TE5,,,
7544,0TE6,small_airport,Gorman Airport,32.20429993,-98.66560364,1452,NA,US,US-TX,Gorman,no,0TE6,,0TE6,,,
7545,0TE7,small_airport,LBJ Ranch Airport,30.25180054,-98.62249756,1515,NA,US,US-TX,Johnson City,no,0TE7,JCY,0TE7,,,
7546,0TE8,heliport,Texas World Speedway Helistop Nr 1 Heliport,30.54050064,-96.22250366,270,NA,US,US-TX,College Station,no,0TE8,,0TE8,,,
7547,0TE9,heliport,Texas World Speedway Helistop Nr 2 Heliport,30.53960037,-96.22609711,270,NA,US,US-TX,College Station,no,0TE9,,0TE9,,,
7548,0TN0,small_airport,R & S Buzzard Airport,35.67670059,-86.896698,810,NA,US,US-TN,Spring Hill,no,0TN0,,0TN0,,,
7550,0TN2,small_airport,Village Airport,35.65589905,-84.1855011,920,NA,US,US-TN,Greenback,no,0TN2,,0TN2,,,
7551,0TN3,heliport,Park West Heliport,35.91759872,-84.10019684,1000,NA,US,US-TN,Knoxville,no,0TN3,,0TN3,,,
7552,0TN4,heliport,Physicians Medical Regional Center Heliport,35.991209,-83.927278,790,NA,US,US-TN,Knoxville,no,0TN4,,0TN4,,,St Mary's Medical Center Heliport
7553,0TN5,small_airport,Mc Donald Airport,35.86740112,-86.49780273,600,NA,US,US-TN,Murfreesboro,no,0TN5,,0TN5,,,
7554,0TN6,small_airport,Riner Farm Airport,36.1833992,-84.09909821,1125,NA,US,US-TN,Norris,no,0TN6,,0TN6,,,
7555,0TN7,heliport,Horne Properties Heliport,35.92359924,-84.0911026,975,NA,US,US-TN,Knoxville,no,0TN7,,0TN7,,,
7556,0TN8,heliport,Erlanger Medical Center Heliport,35.04919815,-85.29049683,745,NA,US,US-TN,Chattanooga,no,0TN8,,0TN8,,,
7557,0TN9,heliport,East Tennessee Children's Hospital Heliport,35.95619965,-83.9382019,1003,NA,US,US-TN,Knoxville,no,0TN9,,0TN9,,,
7558,0TS0,closed,Flower Mound Airport,33.0229,-97.122498,625,NA,US,US-TX,Flower Mound,no,,,,,,0TS0
7559,0TS1,small_airport,Dooley Airport,33.09870148,-97.27249908,650,NA,US,US-TX,Justin,no,0TS1,,0TS1,,,
7560,0TS2,small_airport,Ultralight International Ultralightport,32.94869995,-97.3289032,820,NA,US,US-TX,Haslet,no,0TS2,,0TS2,,,
7561,0TS3,heliport,Houston Heliport,29.81739998,-95.66329956,100,NA,US,US-TX,Houston,no,0TS3,,0TS3,,,
7562,0TS4,small_airport,Ullrich Airport,30.09189987,-96.79499817,410,NA,US,US-TX,Ledbetter,no,0TS4,,0TS4,,,
7563,0TS5,small_airport,Lake Bay Gall Airport,30.44190025,-95.18630219,230,NA,US,US-TX,Cleveland,no,0TS5,,0TS5,,,
7564,0TS6,heliport,Harris County Courthouse Heliport,29.71610069,-95.47689819,105,NA,US,US-TX,Houston,no,0TS6,,0TS6,,,
7565,0TS7,small_airport,Flying U Airport,32.83349991,-98.12529755,978,NA,US,US-TX,Mineral Wells,no,0TS7,,0TS7,,,
7566,0TS8,small_airport,Flying 'K' Ranch Ultralightport,26.15040016,-97.88359833,81,NA,US,US-TX,Mercedes,no,0TS8,,0TS8,,,
7567,0TS9,closed,Jim Roach Field,30.015499,-97.737197,600,NA,US,US-TX,Niederwald,no,,,,,,0TS9
4777,0TT8,heliport,Dynasty Heliport,14.96329975,145.6419983,150,OC,MP,MP-U-A,"San Jose, Tinian",no,0TT8,,0TT8,,,
7568,0TX0,small_airport,Nassau Bay Airport,32.41960144,-97.71279907,714,NA,US,US-TX,Granbury,no,0TX0,,0TX0,,,
7569,0TX1,small_airport,Pecan Plantation Airport,32.35400009,-97.67639923,710,NA,US,US-TX,Granbury,no,0TX1,,0TX1,,,
7570,0TX2,heliport,Heliport-Facility 5a Heliport,32.76259995,-97.05860138,546,NA,US,US-TX,Grand Prairie,no,0TX2,,0TX2,,,
7571,0TX3,heliport,UT Health East Texas Carthage Hospital Heliport,32.166429,-94.346098,296,NA,US,US-TX,Carthage,no,0TX3,,0TX3,,,Panola General Hospital
7572,0TX4,heliport,Aerospatiale Helicopter Corp Heliport,32.71170044,-97.02719879,535,NA,US,US-TX,Grand Prairie,no,0TX4,,0TX4,,,
7573,0TX5,small_airport,Shiloh Airport,33.02399826,-97.11969757,635,NA,US,US-TX,Flower Mound,no,0TX5,,0TX5,,,
7574,0TX6,small_airport,Elm Creek Airpark,29.50519943,-97.99690247,550,NA,US,US-TX,Seguin,no,0TX6,,0TX6,,,
7575,0TX7,closed,Lazy K Acres Airport,32.950102,-97.150297,700,NA,US,US-TX,Grapevine,no,,,,,,0TX7
7576,0TX8,small_airport,Jacobia Field,33.18040085,-96.04329681,570,NA,US,US-TX,Greenville,no,0TX8,,0TX8,,,
7577,0TX9,small_airport,Card Aerodrome,33.25009918,-96.11689758,540,NA,US,US-TX,Greenville,no,0TX9,,0TX9,,,
7578,0U0,small_airport,Landmark US Forest Service Airport,44.64239883,-115.5329971,6662,NA,US,US-ID,Landmark,no,0U0,,0U0,,,
7579,0U1,small_airport,Warm Springs Creek Airport,44.14210129,-115.314003,4831,NA,US,US-ID,Lowman,no,0U1,,0U1,,,
7580,0U2,small_airport,Copper Basin Airport,43.80179977,-113.8310013,7920,NA,US,US-ID,Mackay,no,0U2,,0U2,,,
7581,0U3,small_airport,Mahoney Creek US Forest Service Airport,44.74459839,-114.9209976,4618,NA,US,US-ID,Mahoney Creek,no,0U3,,0U3,,,
7582,0U7,small_airport,Hollow Top Airport,43.32490158,-113.5879974,5359,NA,US,US-ID,Martin,no,0U7,,0U7,,,
7583,0U8,small_airport,May Airport,44.61019897,-113.8960037,5324,NA,US,US-ID,May,no,0U8,,0U8,,,
7584,0U9,small_airport,Lee Williams Memorial Airport,44.46160126,-116.7580032,2617,NA,US,US-ID,Midvale,no,0U9,,0U9,,,
7585,0VA0,heliport,Mostly Harmless Heliport,37.9654007,-77.77749634,330,NA,US,US-VA,Bumpass,no,0VA0,,0VA0,,,
7586,0VA1,small_airport,Johnson Fox Field,37.23350143,-79.58529663,900,NA,US,US-VA,Bedford,no,0VA1,,0VA1,,,
7587,0VA2,small_airport,Riverwood Airport,37.79650116,-79.76670074,1020,NA,US,US-VA,Iron Gate,no,0VA2,,0VA2,,,
7588,0VA3,small_airport,Hunt Airport,37.69879913,-77.09529877,150,NA,US,US-VA,Manquin,no,0VA3,,0VA3,,,
7589,0VA4,small_airport,Worley Field,36.95009995,-79.87950134,1219,NA,US,US-VA,Rocky Mount,no,0VA4,,0VA4,,,
7590,0VA5,small_airport,Coffman Field,37.69414437,-77.66089439,280,NA,US,US-VA,Richmond,no,0VA5,,0VA5,,,Rockville
7591,0VA6,heliport,Mc Guire Va Medical Center Pad Heliport,37.49599838,-77.46219635,178,NA,US,US-VA,Richmond,no,0VA6,,0VA6,,,
7592,0VA7,small_airport,Flatrock Air Strip,37.52320099,-77.81939697,425,NA,US,US-VA,Richmond,no,0VA7,,0VA7,,,
7593,0VA8,small_airport,Jayarz Airport,37.28580093,-77.79119873,210,NA,US,US-VA,Mannboro,no,0VA8,,0VA8,,,
7594,0VA9,small_airport,Handy Strip,37.44739914,-76.45379639,8,NA,US,US-VA,Gloucester Court House,no,0VA9,,0VA9,,,
7595,0VI1,small_airport,Brooklyn Airport,37.68889999,-77.10140228,145,NA,US,US-VA,Manquin,no,0VI1,,0VI1,,,
7598,0WA0,heliport,Streamline Heliport,47.98289871,-122.038002,116,NA,US,US-WA,Machias,no,0WA0,,0WA0,,,
7599,0WA1,small_airport,Dwight Field,46.61709976,-122.8259964,350,NA,US,US-WA,Chehalis,no,0WA1,,0WA1,,,
7600,0WA2,small_airport,Curtis Airport,46.5904007,-123.1050034,254,NA,US,US-WA,Curtis,no,0WA2,,0WA2,,,
7601,0WA3,closed,Air Columbia Heliport,45.682599,-121.900002,149,NA,US,US-WA,Stevenson,no,,,,,,0WA3
7602,0WA4,heliport,Hansen Heliport,47.43619919,-120.2799988,1250,NA,US,US-WA,East Wenatchee,no,0WA4,,0WA4,,,
7603,0WA5,heliport,Ware Mountain Heliport,48.37929916,-122.288002,750,NA,US,US-WA,Mount Vernon,no,0WA5,,0WA5,,,
7604,0WA6,heliport,Stevens Memorial Hospital Heliport,47.80369949,-122.3339996,370,NA,US,US-WA,Edmonds,no,0WA6,,0WA6,,,
7605,0WA7,heliport,Shamrock Port Heliport,47.77690125,-117.0839996,2172,NA,US,US-WA,Newman Lake,no,0WA7,,0WA7,,,
7606,0WA8,heliport,Childrens Hospital Emergency Heliport,47.66400146,-122.2809982,125,NA,US,US-WA,Seattle,no,0WA8,,0WA8,,,
7607,0WA9,heliport,Naval Station Everett Heliport,47.9864606,-122.2242951,5,NA,US,US-WA,Everett,no,0WA9,,0WA9,,,
7608,0WI0,heliport,Aurora St Luke's Medical Center Heliport,42.98889923,-87.95149994,761,NA,US,US-WI,Milwaukee,no,0WI0,,0WI0,,,
7609,0WI1,small_airport,Mort's Landing Airport,45.50719833,-92.14189911,1255,NA,US,US-WI,Comstock,no,0WI1,,0WI1,,,
7610,0WI2,small_airport,Doering Farms Airfield,43.20140076,-88.33339691,910,NA,US,US-WI,Monches,no,0WI2,,0WI2,,,
7611,0WI3,heliport,Aurora Lakeland Medical Center Heliport,42.6617012,-88.49680328,1040,NA,US,US-WI,Elkhorn,no,0WI3,,0WI3,,,
7612,0WI4,small_airport,Snow Crest Ranch Airport,43.82939911,-89.3526001,810,NA,US,US-WI,Montello,no,0WI4,,0WI4,,,
7613,0WI5,small_airport,Crash In International Airport,42.79339981,-87.89060211,755,NA,US,US-WI,Husher,no,0WI5,,0WI5,,,
7614,0WI6,small_airport,Simandl Field/Private Airport,42.87360001,-88.15789795,805,NA,US,US-WI,Muskego,no,0WI6,,0WI6,,,
7615,0WI7,small_airport,With Wings And A Halo Airport,44.13359833,-88.4992981,760,NA,US,US-WI,Neenah,no,0WI7,,0WI7,,,
7616,0WI8,small_airport,Oconomowoc Airport,43.13890076,-88.47229767,885,NA,US,US-WI,Oconomowoc,no,0WI8,,0WI8,,,
7617,0WI9,small_airport,Mc Manus Hoonch-Na-Shee-Kaw Airport,42.9314003,-89.33869934,931,NA,US,US-WI,Oregon,no,0WI9,,0WI9,,,
7618,0WN0,small_airport,Rucilla's Roost Airport,48.13729858,-123.112999,15,NA,US,US-WA,Sequim,no,0WN0,,0WN0,,,
7619,0WN1,small_airport,Shangri-La Airport,46.75189972,-120.6019974,1500,NA,US,US-WA,Selah,no,0WN1,,0WN1,,,
45908,0WN2,small_airport,Coopers Landing,46.127778,-119.015,435,NA,US,US-WA,Kennewick,no,0WN2,,0WN2,,,
7621,0WN4,heliport,Olympia Heliport,46.9640007,-122.8919983,200,NA,US,US-WA,Olympia,no,0WN4,,0WN4,,,
7622,0WN5,small_airport,Potts Field,42.79970169,-88.04869843,815,NA,US,US-WI,North Cape,no,0WN5,,0WN5,,,
7623,0WN6,heliport,L-Z Blue Thunder Heliport,48.95339966,-122.8180008,75,NA,US,US-WA,Blaine,no,0WN6,,0WN6,,,
7624,0WN7,heliport,Enumclaw Community Hospital Heliport,47.20650101,-121.9810028,700,NA,US,US-WA,Enumclaw,no,0WN7,,0WN7,,,
7625,0WN8,heliport,Sheldon Heliport,47.25109863,-116.8519974,2129,NA,US,US-ID,Coeur D'Alene,no,0WN8,,0WN8,,,
45906,0WN9,small_airport,Wings For Christ Airport,48.430464,-119.486058,1000,NA,US,US-WA,Omak,no,0WN9,,0WN9,,,
45936,0WY0,small_airport,Freedom Air Ranch Airport,43.039722,-111.038056,5698,NA,US,US-WY,Freedom,no,0WY0,,0WY0,,,
45935,0WY1,small_airport,Dorsey Creek Ranch Airport,44.411111,-108.163333,4017,NA,US,US-WY,Basin,no,0WY1,,0WY1,,,
7626,0XA0,heliport,Parkland Hospital Nr 2 Heliport,32.811402,-96.838799,548,NA,US,US-TX,Dallas,no,,,,,,0XA0
7628,0XA2,heliport,Fort Duncan Medical Center Heliport,28.71209908,-100.4570007,884,NA,US,US-TX,Eagle Pass,no,0XA2,,0XA2,,,
7629,0XA3,heliport,Midstream Freeport Heliport,28.97170067,-95.28309631,6,NA,US,US-TX,Freeport,no,0XA3,,0XA3,,,
7630,0XA4,small_airport,Seven C's Ranch Airport,27.99690056,-98.88220215,331,NA,US,US-TX,Freer,no,0XA4,,0XA4,,,
7631,0XA5,small_airport,74 Ranch Airport,28.68490028,-98.38279724,320,NA,US,US-TX,Campbellton,no,0XA5,,0XA5,,,
7632,0XA6,heliport,Jaxon Landing Heliport,33.45000076,-101.939003,3270,NA,US,US-TX,Lubbock,no,0XA6,,0XA6,,,
7633,0XA7,small_airport,Bar 3 Ranch Airport,30.66270065,-97.62509918,744,NA,US,US-TX,Georgetown,no,0XA7,,0XA7,,,
7634,0XA8,small_airport,Ohho Airport,30.27000046,-98.10829926,1340,NA,US,US-TX,Dripping Springs,no,0XA8,,0XA8,,,
7635,0XA9,heliport,Methodist Mansfield Medical Center Heliport,32.56779861,-97.09529877,633,NA,US,US-TX,Mansfield,no,0XA9,,0XA9,,,
7636,0XS0,small_airport,Diamond H Ranch Airport,28.40029907,-99.55870056,511,NA,US,US-TX,Catarina,no,0XS0,,0XS0,,,
7637,0XS1,small_airport,Rodgers Roost Airport,29.28779984,-96.34970093,129,NA,US,US-TX,El Campo,no,0XS1,,0XS1,,,
7638,0XS2,small_airport,John Fields Ranch Airport,30.55489922,-100.5339966,2342,NA,US,US-TX,Sonora,no,0XS2,,0XS2,,,
7639,0XS3,heliport,South Texas Project Heliport,28.79220009,-96.04190063,32,NA,US,US-TX,Palacios,no,0XS3,,0XS3,,,
7640,0XS4,heliport,Eds Heliport,33.09170151,-96.68609619,602,NA,US,US-TX,Allen,no,0XS4,,0XS4,,,
7641,0XS5,heliport,Southeastern Helicopters Heliport,26.14699936,-97.17389679,5,NA,US,US-TX,South Padre Island,no,0XS5,,0XS5,,,
7642,0XS6,small_airport,Lakeside Beach Airport,30.50099945,-98.14700317,800,NA,US,US-TX,Spicewood,no,0XS6,,0XS6,,,
7643,0XS7,small_airport,Anacacho Ranch Airport,29.19190025,-100.2750015,1067,NA,US,US-TX,Spofford,no,0XS7,,0XS7,,,
7644,0XS8,small_airport,Dunbar Ranch Airport,29.0760994,-100.375,958,NA,US,US-TX,Spofford,no,0XS8,,0XS8,,,
45852,0XS9,small_airport,French Field,32.134042,-95.339583,540,NA,US,US-TX,Bullard,no,0XS9,,0XS9,,,
7645,0Y4,small_airport,Lambert Fechter Municipal Airport,43.16419983,-95.47000122,1452,NA,US,US-IA,Hartley,no,0Y4,,0Y4,,,
7646,0Y6,small_airport,Lake Mills Municipal Airport,43.41659927,-93.50849915,1260,NA,US,US-IA,Lake Mills,no,0Y6,,0Y6,,,
